id,name,grade,description,code,eftId,genderNum,quality,baseAttack,attackGrow,baseDefense,defendGrow,baseHp,hpGrow,baseMagic,mpGrow,geniusMagicType,spiritToRecruit,relationName1,relationDescription1,karma1DemandId,relationName2,relationDescription2,karma2DemandId,relationName3,relationDescription3,karma3DemandId,relationName4,relationDescription4,karma4DemandId,relationName5,relationDescription5,karma5DemandId,relationName6,relationDescription6,karma6DemandId,relationName7,relationDescription7,karma7DemandId,relationName8,relationDescription8,karma8DemandId,maxJueweiDressLevel,compelPrice,cardMeritNum,spiritMeritNum,decomposeRende,decomposeSpiritRende,arcaneTalentId1,arcaneTalentId2,arcaneTalentId3,arcaneTalentId4,arcaneTalentId5,arcaneTalentId6,arcaneTalentId7,arcaneTalentId8,arcaneTalentId9,arcaneTalentId10,arcaneTalentId11,arcaneTalentId12,arcaneTalentId13,arcaneTalentId14,arcaneTalentId15,armType,armCode,compatibility,camp,campNum,dialogue,dub,acquire,showMultiMifa,type,attackSpeed,attackRange,tfAttackEc,canAwake,awakeLevel1,awakeGrade1,awakeAttackGrow1,awakePowerGrow1,awakeMilitaryGrow1,awakeDefendGrow1,AwakeGeniusMagicType1,awakeTalent1,awakeLevel2,awakeGrade2,awakeAttackGrow2,awakePowerGrow2,awakeMilitaryGrow2,awakeDefendGrow2,AwakeGeniusMagicType2,awakeTalent2,awakeLevel3,awakeGrade3,awakeAttackGrow3,awakePowerGrow3,awakeMilitaryGrow3,awakeDefendGrow3,AwakeGeniusMagicType3,awakeTalent3,awakeLevel4,awakeGrade4,awakeAttackGrow4,awakePowerGrow4,awakeMilitaryGrow4,awakeDefendGrow4,AwakeGeniusMagicType4,awakeTalent4,yuanShenMaxLevel,mingGeMaxLevel,evolutionToAwark1,evolutionToAwark2,evolutionToAwark3,evolutionToAwark4,ascendingStarMagicUnlockLevel,globalTalentIds,isDanjiang,hasEvolved,gradeNeedStr1,gradeNeedStr2,gradeNeedStr3,gradeNeedStr4,gradeNeedStr5,gradeNeedStr6,gradeNeedStr7,gradeNeedStr8,gradeNeedStr9,gradeNeedStr10,gradeNeedStr11,gradeNeedStr12,gradeNeedStr13,gradeNeedStr14,gradeNeedStr15,karma1DemandTypeInt,karma2DemandTypeInt,karma3DemandTypeInt,karma4DemandTypeInt,karma5DemandTypeInt,karma6DemandTypeInt,awakeNeedStr1,awakeNeedStr2,awakeNeedStr3,awakeNeedStr4,yuanShenNeedStr0,yuanShenNeedStr1,yuanShenNeedStr2,yuanShenNeedStr3,yuanShenNeedStr4,yuanShenNeedStr5,yuanShenNeedStr6,yuanShenNeedStr7,yuanShenTalent0,yuanShenTalent1,yuanShenTalent2,yuanShenTalent3,yuanShenTalent4,yuanShenTalent5,yuanShenTalent6,yuanShenTalent7,mingGeNeedStr0,mingGeNeedStr1,mingGeNeedStr2,mingGeNeedStr3,mingGeNeedStr4,mingGeNeedStr5,mingGeNeedStr6,mingGeNeedStr7,mingGeTalent0,mingGeTalent1,mingGeTalent2,mingGeTalent3,mingGeTalent4,mingGeTalent5,mingGeTalent6,mingGeTalent7,karma7DemandTypeInt,karma8DemandTypeInt,
15001,锡蒙莉,24,女神特工,friend201,,1,5,640,32.0,320,16.0,1600,80.0,1280,64.0,20110,400,女神特工,锡蒙莉身为女神特工，威力+30%,0,橄榄球头盔,装备#30135#，军力+30%,30135,电磁步枪,装备#30038#，攻击+30%,30038,加斯顿001,装备座驾#60023#，防御+30%,60023,姐妹同心,与#15014#齐上阵，威力+30%,15014,姐妹同心,与#15002#齐上阵，军力+30%,15002,,,,,,,300,90000,72000,180,2000,5,226,106,86,80767,1855,1905,1859,80166,80226,,,,,,,2,army010,55,群,3,苍天已死，黄天当立，岁在甲子，天下大吉,,33,苍天已死6;黄天当立6,2,3,22,240,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,,,,,6，10，15，20,2221，2222，2223，2224,0,0,7:40018:16,7:40018:32,7:40018:64|7:40097:16,7:40018:96|7:40097:24,7:40018:160|7:40097:40|7:40098:10,7:40018:256|7:40097:64|7:40098:16,7:40018:416|7:40097:104|7:40098:26,7:40018:672|7:40097:168|7:40098:42,7:40018:1088|7:40097:272|7:40098:68,7:40018:1760|7:40097:440|7:40098:110,7:40018:2400|7:40097:600|7:40098:150,7:40018:3200|7:40097:800|7:40098:200,7:40018:4000|7:40097:1000|7:40098:250,7:40018:4800|7:40097:1200|7:40098:300,7:40018:5600|7:40097:1400|7:40098:350,8,5,3,6,1,1,,,,,,,,,,,,,80352,0,0,0,0,0,0,0,,,,,,,,,80146,,,,,,,,0,0,
15002,菈菲儿,24,女神特工,friend202,,1,5,640,32.0,320,16.0,1700,85.0,1180,59.0,20238,400,女神特工,菈菲儿身为女神特工，威力+30%,0,金鹰战斗服,装备#30086#，军力+30%,30086,AK2074步枪,装备#30030#，攻击+30%,30030,军用头盔,装备#30137#，防御+30%,30137,秩序联盟,与#15019#齐上阵，威力+30%,15019,姐妹同心,与#15001#齐上阵，军力+30%,15001,,,,,,,300,90000,72000,180,2000,5,246,106,86,80767,1855,1905,1859,80206,80226,,,,,,,0,army007,25,秩序,0,父精母血，不可弃也,,33,拔矢啖睛6;刚烈无畏6,0,1,22,100,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,,,,,6，10，15，20,2221，2222，2223，2224,0,0,7:40018:16,7:40018:32,7:40018:64|7:40097:16,7:40018:96|7:40097:24,7:40018:160|7:40097:40|7:40098:10,7:40018:256|7:40097:64|7:40098:16,7:40018:416|7:40097:104|7:40098:26,7:40018:672|7:40097:168|7:40098:42,7:40018:1088|7:40097:272|7:40098:68,7:40018:1760|7:40097:440|7:40098:110,7:40018:2400|7:40097:600|7:40098:150,7:40018:3200|7:40097:800|7:40098:200,7:40018:4000|7:40097:1000|7:40098:250,7:40018:4800|7:40097:1200|7:40098:300,7:40018:5600|7:40097:1400|7:40098:350,8,4,3,5,1,1,,,,,,,,,,,,,80352,0,0,0,0,0,0,0,,,,,,,,,80186,,,,,,,,0,0,
15004,法芙娜,24,女神特工,friend204,,1,5,600,30.0,400,20.0,1700,85.0,1100,55.0,20238,400,女神特工,法芙娜身为女神特工，威力+30%,0,黑神战甲套装,装备#30100#，军力+30%,30100,镭射步枪,装备#30039#，攻击+30%,30039,加斯顿001,装备座驾#60023#，防御+30%,60023,姐妹同心,与#15033#齐上阵，威力+30%,15033,Ⅳ型女娲核心,装备守护核心#20080#，军力+30%,20080,,,,,,,300,90000,72000,180,2000,5,246,106,86,80767,1855,1905,1859,80126,80226,,,,,,,0,army007,100,群,3,不服不服，再来与俺战过！,,33,七擒七纵6;猪突猛进6,3,5,22,80,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,,,,,6，10，15，20,2221，2222，2223，2224,0,0,7:40018:16,7:40018:32,7:40018:64|7:40097:16,7:40018:96|7:40097:24,7:40018:160|7:40097:40|7:40098:10,7:40018:256|7:40097:64|7:40098:16,7:40018:416|7:40097:104|7:40098:26,7:40018:672|7:40097:168|7:40098:42,7:40018:1088|7:40097:272|7:40098:68,7:40018:1760|7:40097:440|7:40098:110,7:40018:2400|7:40097:600|7:40098:150,7:40018:3200|7:40097:800|7:40098:200,7:40018:4000|7:40097:1000|7:40098:250,7:40018:4800|7:40097:1200|7:40098:300,7:40018:5600|7:40097:1400|7:40098:350,8,4,3,6,1,2,,,,,,,,,,,,,80352,0,0,0,0,0,0,0,,,,,,,,,80106,,,,,,,,0,0,
15008,哈桑,30,女神特工,friend195,,1,5,840,42.0,440,22.0,1780,89.0,1640,82.0,20106,400,女神特工,哈桑身为女神特工，威力+30%,0,狼鹰轻型战甲,装备#30094#，军力+30%,30094,次声波手炮,装备#30043#，攻击+30%,30043,Ⅳ型光芒核心,装备毁灭核心#20071#，防御+30%,20071,正义联盟,与#15011#齐上阵，威力+30%,15011,姐妹同心,与#15011#，#15012#齐上阵，受控几率-25%,15012，15011,,,,,,,300,90000,72000,180,2500,6,226,106,86,80767,1855,1905,1859,80606,80226,,,,,,,1,army004,105,正义,1,百步穿杨，宝刀不老,,33,一箭封喉6;百步穿杨6,0,1,22,100,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,,,,,6，10，15，20,2221，2222，2223，2224,0,0,7:40018:16,7:40018:32,7:40018:64|7:40097:16,7:40018:96|7:40097:24,7:40018:160|7:40097:40|7:40098:10,7:40018:256|7:40097:64|7:40098:16,7:40018:416|7:40097:104|7:40098:26,7:40018:672|7:40097:168|7:40098:42,7:40018:1088|7:40097:272|7:40098:68,7:40018:1760|7:40097:440|7:40098:110,7:40018:2400|7:40097:600|7:40098:150,7:40018:3200|7:40097:800|7:40098:200,7:40018:4000|7:40097:1000|7:40098:250,7:40018:4800|7:40097:1200|7:40098:300,7:40018:5600|7:40097:1400|7:40098:350,8,4,3,2,1,1,,,,,,,,,,,,,80352,0,0,0,0,0,0,0,,,,,,,,,80086,,,,,,,,0,0,
15011,黑寡妇,30,女神特工,friend197,friend197,1,5,880,44.0,380,19.0,1800,90.0,1700,85.0,20121,400,女神特工,黑寡妇身为女神特工，威力+30%,0,壁虎重型战服,装备#30093#，军力+30%,30093,超能浮游炮,装备#30041#，攻击+30%,30041,Ⅳ型风鸣核心,装备毁灭核心#20070#，防御+30%,20070,正义联盟,与#15013#齐上阵，威力+30%,15013,姐妹同心,与#15012#，#15008#齐上阵，受控几率-25%,15012，15008,,,,,,,300,90000,72000,180,2500,6,246,106,86,80767,1855,1905,1859,80026,80226,,,,,,,0,army007,100,正义,1,人马一体，全军突击,,33|9:5:12,西凉飞将6;全军突击6,0,1,22,100,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,,,,,6，10，15，20,2221，2222，2223，2224,0,0,7:40018:16,7:40018:32,7:40018:64|7:40097:16,7:40018:96|7:40097:24,7:40018:160|7:40097:40|7:40098:10,7:40018:256|7:40097:64|7:40098:16,7:40018:416|7:40097:104|7:40098:26,7:40018:672|7:40097:168|7:40098:42,7:40018:1088|7:40097:272|7:40098:68,7:40018:1760|7:40097:440|7:40098:110,7:40018:2400|7:40097:600|7:40098:150,7:40018:3200|7:40097:800|7:40098:200,7:40018:4000|7:40097:1000|7:40098:250,7:40018:4800|7:40097:1200|7:40098:300,7:40018:5600|7:40097:1400|7:40098:350,8,4,3,2,1,1,,,,,,,,,,,,,80352,0,0,0,0,0,0,0,,,,,,,,,80106,,,,,,,,0,0,
15012,施华洛,30,女神特工,friend199,,1,5,760,38.0,640,32.0,2080,104.0,1120,56.0,20232,400,女神特工,施华洛身为女神特工，威力+30%,0,北斗防护服,装备#30092#，军力+30%,30092,激光步枪,装备#30040#，攻击+30%,30040,军用头盔,装备#30137#，防御+30%,30137,复仇联盟,与#15031#齐上阵，威力+30%,15031,姐妹同心,与#15011#，#15008#齐上阵，军力+30%,15011，15008,,,,,,,300,90000,72000,180,2500,6,246,106,86,80767,1855,1905,1859,80546,80226,,,,,,,2,army001,80,复仇,2,军法如棋局，宁舍子，不错先机,,33,劫掠如火6;鸟羽铜铃6,3,5,22,80,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,,,,,6，10，15，20,2221，2222，2223，2224,0,0,7:40018:16,7:40018:32,7:40018:64|7:40097:16,7:40018:96|7:40097:24,7:40018:160|7:40097:40|7:40098:10,7:40018:256|7:40097:64|7:40098:16,7:40018:416|7:40097:104|7:40098:26,7:40018:672|7:40097:168|7:40098:42,7:40018:1088|7:40097:272|7:40098:68,7:40018:1760|7:40097:440|7:40098:110,7:40018:2400|7:40097:600|7:40098:150,7:40018:3200|7:40097:800|7:40098:200,7:40018:4000|7:40097:1000|7:40098:250,7:40018:4800|7:40097:1200|7:40098:300,7:40018:5600|7:40097:1400|7:40098:350,8,4,3,5,1,1,,,,,,,,,,,,,80352,0,0,0,0,0,0,0,,,,,,,,,80666;81240,,,,,,,,0,0,
15013,杨佩妮,27,女神特工,friend200,,1,5,700,35.0,460,23.0,1880,94.0,1200,60.0,20233,400,女神特工,杨佩妮身为女神特工，威力+30%,0,沙狼重型战服,装备#30091#，军力+30%,30091,超能浮游炮,装备#30041#，攻击+30%,30041,皇冠,装备#30138#，防御+30%,30138,正义联盟,与#15033#齐上阵，威力+30%,15033,Ⅳ型冥日核心,装备守护核心#20081#，军力+30%,20081,,,,,,,300,90000,72000,180,2000,5,206,106,86,80767,1855,1905,1859,80086,80226,,,,,,,0,army007,110,正义,1,继丞相之遗志，讨篡汉之逆贼,,33,麒麟儿6;魂之受继6,1,4,22,50,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,,,,,6，10，15，20,2221，2222，2223，2224,0,0,7:40018:16,7:40018:32,7:40018:64|7:40097:16,7:40018:96|7:40097:24,7:40018:160|7:40097:40|7:40098:10,7:40018:256|7:40097:64|7:40098:16,7:40018:416|7:40097:104|7:40098:26,7:40018:672|7:40097:168|7:40098:42,7:40018:1088|7:40097:272|7:40098:68,7:40018:1760|7:40097:440|7:40098:110,7:40018:2400|7:40097:600|7:40098:150,7:40018:3200|7:40097:800|7:40098:200,7:40018:4000|7:40097:1000|7:40098:250,7:40018:4800|7:40097:1200|7:40098:300,7:40018:5600|7:40097:1400|7:40098:350,8,4,3,5,1,2,,,,,,,,,,,,,80352,0,0,0,0,0,0,0,,,,,,,,,80006,,,,,,,,0,0,
15014,让巴尔,36,女神特工,friend185,hongyan296,1,5,1160,58.0,560,28.0,2040,102.0,1760,88.0,20110,400,女神特工,让巴尔身为女神特工，威力+30%,0,橄榄球头盔,装备#30135#，军力+30%,30135,魔刃吉他,装备#30045#，攻击+30%,30045,Ⅴ型残月核心，Ⅴ型流云核心,装备毁灭核心#20085#、统御核心#20104#，防御+30%,20104，20085,姐妹同心,与#15015#，#15016#齐上阵，受到普攻伤害-15%,15015，15016,姐妹同心,与#15015#齐上阵，军力+30%,15015,,,,,,,300,90000,72000,180,3000,7,226,106,86,80767,1855,1905,1859,80446,80226,1859,1909,1952,559,533,565,1,army004,55,群,3,道法玄机，变幻莫测,,9:5:15,梦蝶圣人6;化外仙人6,1,4,22,50,4,1,42,75.0,112.0,102.0,28.0,20601,,2,46,86.0,130.0,102.0,28.0,20602,,3,50,98.0,146.0,102.0,28.0,20603,,5,55,117.0,175.0,122.0,33.0,20814,1005，1105，1205，1305，1405,7,7,60:240,100:480,100:960,100:1440,6，10，15，20,2221，2222，2223，2224,0,0,7:40018:16,7:40018:32,7:40018:64|7:40097:16,7:40018:96|7:40097:24,7:40018:160|7:40097:40|7:40098:10,7:40018:256|7:40097:64|7:40098:16,7:40018:416|7:40097:104|7:40098:26,7:40018:672|7:40097:168|7:40098:42,7:40018:1088|7:40097:272|7:40098:68,7:40018:1760|7:40097:440|7:40098:110,7:40018:2400|7:40097:600|7:40098:150,7:40018:3200|7:40097:800|7:40098:200,7:40018:4000|7:40097:1000|7:40098:250,7:40018:4800|7:40097:1200|7:40098:300,7:40018:5600|7:40097:1400|7:40098:350,8,5,3,2,1,1,7:40216:2,7:40216:4,7:40216:8,7:40223:12,,7:40230:960,7:40230:1600,7:40230:2560|7:40231:640,7:40230:4160|7:40231:1040,7:40230:6720|7:40231:1680|7:40232:420,7:40230:10880|7:40231:2720|7:40232:680,7:40230:17600|7:40231:4400|7:40232:1100,80352,1105,1405,1205,1005,1305,628,81407,,7:43086:960,7:43086:1600,7:43086:2560|7:43087:640,7:43086:4160|7:43087:1040,7:43086:6720|7:43087:1680|7:43088:420,7:43086:10880|7:43087:2720|7:43088:680,7:43086:17600|7:43087:4400|7:43088:1100,80326;80646,1105,1405,1205,1005,1305,628,81461,0,0,
15015,阿加雷斯,36,女神特工,friend186,hongyan297,1,5,1160,58.0,560,28.0,2040,102.0,1760,88.0,20110,400,女神特工,阿加雷斯身为女神特工，威力+30%,0,星爵头盔,装备#30147#，军力+30%,30147,魔刃吉他,装备#30045#，攻击+30%,30045,Ⅴ型残月核心，Ⅴ型流云核心,装备毁灭核心#20085#、统御核心#20104#，防御+30%,20104，20085,姐妹同心,与#15014#，#15016#齐上阵，受到普攻伤害-15%,15014，15016,姐妹同心,与#15016#齐上阵，军力+30%,15016,,,,,,,300,90000,72000,180,3000,7,226,106,86,80767,1855,1905,1859,80506,80226,1859,1909,1952,559,533,565,1,army004,55,群,3,万物苍生，幻化由心,,9:5:15,乌角先生6;化外仙人6,2,3,22,240,4,1,42,75.0,112.0,102.0,28.0,20601,,2,46,86.0,130.0,102.0,28.0,20602,,3,50,98.0,146.0,102.0,28.0,20603,,5,55,117.0,175.0,122.0,33.0,20814,1005，1105，1205，1305，1405,7,7,60:240,100:480,100:960,100:1440,6，10，15，20,2221，2222，2223，2224,0,0,7:40018:16,7:40018:32,7:40018:64|7:40097:16,7:40018:96|7:40097:24,7:40018:160|7:40097:40|7:40098:10,7:40018:256|7:40097:64|7:40098:16,7:40018:416|7:40097:104|7:40098:26,7:40018:672|7:40097:168|7:40098:42,7:40018:1088|7:40097:272|7:40098:68,7:40018:1760|7:40097:440|7:40098:110,7:40018:2400|7:40097:600|7:40098:150,7:40018:3200|7:40097:800|7:40098:200,7:40018:4000|7:40097:1000|7:40098:250,7:40018:4800|7:40097:1200|7:40098:300,7:40018:5600|7:40097:1400|7:40098:350,8,5,3,2,1,1,7:40216:2,7:40216:4,7:40216:8,7:40223:12,,7:40230:960,7:40230:1600,7:40230:2560|7:40231:640,7:40230:4160|7:40231:1040,7:40230:6720|7:40231:1680|7:40232:420,7:40230:10880|7:40231:2720|7:40232:680,7:40230:17600|7:40231:4400|7:40232:1100,80352,1105,1405,1205,1005,1305,628,81407,,7:43086:960,7:43086:1600,7:43086:2560|7:43087:640,7:43086:4160|7:43087:1040,7:43086:6720|7:43087:1680|7:43088:420,7:43086:10880|7:43087:2720|7:43088:680,7:43086:17600|7:43087:4400|7:43088:1100,80326;81049,1105,1405,1205,1005,1305,628,81461,0,0,
15016,艾莉欧格,36,女神特工,friend187,hongyan298,1,5,1160,58.0,560,28.0,2040,102.0,1760,88.0,20110,400,女神特工,艾莉欧格身为女神特工，威力+30%,0,宇航服头盔,装备#30136#，军力+30%,30136,魔刃吉他,装备#30045#，攻击+30%,30045,Ⅴ型残月核心，Ⅴ型流云核心,装备毁灭核心#20085#、统御核心#20104#，防御+30%,20104，20085,姐妹同心,与#15014#，#15015#齐上阵，受到普攻伤害-15%,15014，15015,姐妹同心,与#15014#齐上阵，军力+30%,15014,,,,,,,300,90000,72000,180,3000,7,226,106,86,80767,1855,1905,1859,80526,80226,1859,1909,1952,559,533,565,1,army004,55,群,3,雏凤坠地，卧龙升天,,9:5:15,锦屏隐者6;化外仙人6,2,3,22,240,4,1,42,75.0,112.0,102.0,28.0,20601,,2,46,86.0,130.0,102.0,28.0,20602,,3,50,98.0,146.0,102.0,28.0,20603,,5,55,117.0,175.0,122.0,33.0,20814,1005，1105，1205，1305，1405,7,7,60:240,100:480,100:960,100:1440,6，10，15，20,2221，2222，2223，2224,0,0,7:40018:16,7:40018:32,7:40018:64|7:40097:16,7:40018:96|7:40097:24,7:40018:160|7:40097:40|7:40098:10,7:40018:256|7:40097:64|7:40098:16,7:40018:416|7:40097:104|7:40098:26,7:40018:672|7:40097:168|7:40098:42,7:40018:1088|7:40097:272|7:40098:68,7:40018:1760|7:40097:440|7:40098:110,7:40018:2400|7:40097:600|7:40098:150,7:40018:3200|7:40097:800|7:40098:200,7:40018:4000|7:40097:1000|7:40098:250,7:40018:4800|7:40097:1200|7:40098:300,7:40018:5600|7:40097:1400|7:40098:350,8,5,3,2,1,1,7:40216:2,7:40216:4,7:40216:8,7:40223:12,,7:40230:960,7:40230:1600,7:40230:2560|7:40231:640,7:40230:4160|7:40231:1040,7:40230:6720|7:40231:1680|7:40232:420,7:40230:10880|7:40231:2720|7:40232:680,7:40230:17600|7:40231:4400|7:40232:1100,80352,1105,1405,1205,1005,1305,628,81407,,7:43086:960,7:43086:1600,7:43086:2560|7:43087:640,7:43086:4160|7:43087:1040,7:43086:6720|7:43087:1680|7:43088:420,7:43086:10880|7:43087:2720|7:43088:680,7:43086:17600|7:43087:4400|7:43088:1100,80326;80626,1105,1405,1205,1005,1305,628,81461,0,0,
15017,娜贝莉丝,27,女神特工,friend188,,1,5,680,34.0,580,29.0,1880,94.0,1000,50.0,20107,400,女神特工,娜贝莉丝身为女神特工，威力+30%,0,月神防护服,装备#30090#，军力+30%,30090,重型霰弹枪,装备#30034#，攻击+30%,30034,炫迈威航,装备座驾#60030#，防御+30%,60030,正义联盟,与#15033#齐上阵，基础连携率+25%,15033,姐妹同心,与#15032#齐上阵，受控几率-25%,15032,,,,,,,300,90000,72000,180,2000,5,246,106,86,80767,1855,1905,1859,80646,80226,,,,,,,2,army001,125,正义,1,来来来，谁敢与我决一死战！,,33,吓破贼胆6;虚张声势6,3,5,22,80,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,,,,,6，10，15，20,2221，2222，2223，2224,0,0,7:40018:16,7:40018:32,7:40018:64|7:40097:16,7:40018:96|7:40097:24,7:40018:160|7:40097:40|7:40098:10,7:40018:256|7:40097:64|7:40098:16,7:40018:416|7:40097:104|7:40098:26,7:40018:672|7:40097:168|7:40098:42,7:40018:1088|7:40097:272|7:40098:68,7:40018:1760|7:40097:440|7:40098:110,7:40018:2400|7:40097:600|7:40098:150,7:40018:3200|7:40097:800|7:40098:200,7:40018:4000|7:40097:1000|7:40098:250,7:40018:4800|7:40097:1200|7:40098:300,7:40018:5600|7:40097:1400|7:40098:350,8,4,3,6,1,1,,,,,,,,,,,,,80352,0,0,0,0,0,0,0,,,,,,,,,80126,,,,,,,,0,0,
15018,安藤明奈,27,女神特工,friend189,,1,5,680,34.0,560,28.0,1880,94.0,1040,52.0,20232,400,女神特工,安藤明奈身为女神特工，威力+30%,0,鬼雾重型战服,装备#30097#，军力+30%,30097,宇宙麦克风,装备#30036#，攻击+30%,30036,灭世紫神,装备座驾#60031#，防御+30%,60031,秩序联盟,与#15019#齐上阵，威力+30%,15019,姐妹同心,与#15019#齐上阵，军力+30%,15019,,,,,,,300,90000,72000,180,2000,5,246,106,86,80767,1855,1905,1859,80666，81240,80226,,,,,,,2,army001,25,秩序,0,谁来和我大战300回合！,,33,裸衣猛将6;怒目虎痴6,3,5,22,80,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,,,,,6，10，15，20,2221，2222，2223，2224,0,0,7:40018:16,7:40018:32,7:40018:64|7:40097:16,7:40018:96|7:40097:24,7:40018:160|7:40097:40|7:40098:10,7:40018:256|7:40097:64|7:40098:16,7:40018:416|7:40097:104|7:40098:26,7:40018:672|7:40097:168|7:40098:42,7:40018:1088|7:40097:272|7:40098:68,7:40018:1760|7:40097:440|7:40098:110,7:40018:2400|7:40097:600|7:40098:150,7:40018:3200|7:40097:800|7:40098:200,7:40018:4000|7:40097:1000|7:40098:250,7:40018:4800|7:40097:1200|7:40098:300,7:40018:5600|7:40097:1400|7:40098:350,8,4,3,6,1,1,,,,,,,,,,,,,80352,0,0,0,0,0,0,0,,,,,,,,,80266,,,,,,,,0,0,
15019,静静,30,女神特工,friend190,,1,5,760,38.0,640,32.0,2080,104.0,1120,56.0,20235,400,女神特工,静静身为女神特工，威力+30%,0,Ⅳ型女娲核心,装备守护核心#20080#，军力+30%,20080,暗银飞刀,装备#30046#，攻击+30%,30046,灭世紫神,装备座驾#60031#，防御+30%,60031,秩序联盟,与#15018#齐上阵，威力+30%,15018,姐妹同心,与#15018#齐上阵，军力+30%,15018,,,,,,,300,90000,72000,180,2500,6,246,106,86,80767,1855,1905,1859,80666,80226,,,,,,,2,army001,25,秩序,0,主公快走，我来断后！,,33,死战护主6;一夫当关6,3,5,22,80,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,,,,,6，10，15，20,2221，2222，2223，2224,0,0,7:40018:16,7:40018:32,7:40018:64|7:40097:16,7:40018:96|7:40097:24,7:40018:160|7:40097:40|7:40098:10,7:40018:256|7:40097:64|7:40098:16,7:40018:416|7:40097:104|7:40098:26,7:40018:672|7:40097:168|7:40098:42,7:40018:1088|7:40097:272|7:40098:68,7:40018:1760|7:40097:440|7:40098:110,7:40018:2400|7:40097:600|7:40098:150,7:40018:3200|7:40097:800|7:40098:200,7:40018:4000|7:40097:1000|7:40098:250,7:40018:4800|7:40097:1200|7:40098:300,7:40018:5600|7:40097:1400|7:40098:350,8,2,3,6,1,1,,,,,,,,,,,,,80352,0,0,0,0,0,0,0,,,,,,,,,80366,,,,,,,,0,0,
